loan_id,account_id,status,loan_date,loan_amount,duration,payments,gender,ownership_count,district_id,num_inhabitants,num_municipalities_with_inhabitants<499,num_municipalities_with_inhabitants_500-1999,num_municipalities_with_inhabitants_2000-9999,num_municipalities_with_inhabitants>10000,num_cities,ratio_urban_inhabitants,average_salary,unemployment_rate_95,unemployment_rate_96,num_entrepreneurs_per_1000_inhabitants,num_crimes_95,num_crimes_96,date_max,date_min,date_age_days,operation_count,operation_count_a,operation_count_b,operation_count_c,operation_count_d,operation_count_e,operation_count_f,operation_mean_a,operation_mean_b,operation_mean_c,operation_mean_d,operation_mean_e,operation_mean_f,operation_std_a,operation_std_b,operation_std_c,operation_std_d,operation_std_e,operation_std_f,operation_cov_a,operation_cov_b,operation_cov_c,operation_cov_d,operation_cov_e,operation_cov_f,amount_mean,amount_min,amount_max,amount_std,amount_last,amount_cov,amount_abs_min,amount_range,balance_mean,balance_min,balance_max,balance_std,balance_last,balance_cov,balance_abs_min,balance_range,type_count_withdrawal,type_count_credit,type_mean_withdrawal,type_mean_credit,type_std_withdrawal,type_std_credit,type_cov_withdrawal,type_cov_credit,days_last_trans_loan,last_balance_per_loan,max_balance_per_loan,date_age_months,balance_per_month,transactions_per_month,owner_age_at_loan,account_months_at_loan
5088,544,1,1996-08-22,91152,24,3798,M,1,32,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,1996-08-19,1995-05-15,462,77,2,15,45,0,1,14,0.025974025974025976,0.19480519480519481,0.5844155844155844,0.0,0.012987012987012988,0.18181818181818182,0.15905777550540123,0.3960506670643352,0.49282249249377336,0.0,0.11321815437767983,0.38569460791993504,0.025632262474367746,0.15892002734108002,0.24606971975393016,0.0,0.012987012987012986,0.15071770334928236,511.4116883116883,-26700.0,34184.0,14032.198318519317,-3800.0,196902589.65025628,14.6,60884.0,44829.54415584412,400.0,72327.7,13400.064096640634,39378.8,179561717.79407722,400.0,71927.7,46,31,0.5974025974025974,0.4025974025974026,0.49042097632465464,0.49042097632465464,0.2436773752563225,0.2436773752563225,3,0.43201246269966653,0.7934845093909074,15.4,4670.62987012987,5.0,53,15.5
5125,789,1,1995-11-23,73056,48,1522,M,2,39,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,1995-11-12,1995-02-06,279,51,14,0,18,10,0,9,0.27450980392156865,0.0,0.35294117647058826,0.19607843137254902,0.0,0.17647058823529413,0.4462669284996487,0.0,0.4778846120374094,0.39702856335914877,0.0,0.3812200410828154,0.2031372549019608,0.0,0.23294117647058815,0.1607843137254902,0.0,0.14823529411764708,422.4647058823531,-7100.0,8538.0,3462.2725634371154,5692.0,11987331.30352941,14.6,15638.0,23255.149019607838,500.0,33555.4,6550.595429955129,21545.7,42910300.48694902,500.0,33055.4,28,23,0.5490196078431373,0.45098039215686275,0.4975912760960597,0.4975912760960597,0.2525490196078432,0.2525490196078432,11,0.29492033508541393,0.4593106657906264,9.3,3554.344086021505,5.483870967741935,24,9.666666666666666
5126,790,-1,1994-07-24,208128,48,4336,M,1,54,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,1994-07-21,1993-05-11,436,64,16,0,35,0,0,13,0.25,0.0,0.546875,0.0,0.0,0.203125,0.4330127018922193,0.0,0.4977978850648122,0.0,0.0,0.40232478717449166,0.19047619047619047,0.0,0.2517361111111111,0.0,0.0,0.1644345238095238,1273.0406249999999,-36500.0,47493.0,15857.71933020213,38929.0,251467262.35546625,14.6,83993.0,36369.97499999999,-1069.7,96064.0,22812.186440376034,81474.6,520395850.1904762,300.0,97133.7,35,29,0.546875,0.453125,0.4977978850648122,0.4977978850648122,0.2517361111111111,0.2517361111111111,3,0.3914639068265683,0.46156211562115623,14.533333333333333,6683.511467889908,4.4036697247706424,42,14.633333333333333
5128,808,-1,1996-04-11,215616,48,4492,M,1,69,42821,4,13,5,1,3,48.4,8173,3.12,7.01,124,4850,1358,1996-04-08,1995-06-13,300,61,12,0,31,0,0,18,0.19672131147540983,0.0,0.5081967213114754,0.0,0.0,0.29508196721311475,0.39751985747482427,0.0,0.49993280924514444,0.0,0.0,0.456079598139133,0.1606557377049181,0.0,0.2540983606557376,0.0,0.0,0.21147540983606566,141.6508196721314,-18700.0,23130.0,8348.462244442044,-3400.0,69696821.84687433,6.8,41830.0,21447.624590163923,-3424.6,50124.8,13056.987306542753,8640.6,170484917.5232186,200.0,53549.4,31,30,0.5081967213114754,0.4918032786885246,0.49993280924514444,0.49993280924514444,0.2540983606557376,0.2540983606557376,3,0.04007402048085486,0.23247254378153756,10.0,5354.9400000000005,6.1,39,10.1
5130,813,1,1994-05-11,24312,12,2026,F,1,16,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1994-05-06,1993-02-10,450,78,7,15,41,0,0,15,0.08974358974358974,0.19230769230769232,0.5256410256410257,0.0,0.0,0.19230769230769232,0.2858140616616405,0.39411349099844606,0.4993421049782167,0.0,0.0,0.39411349099844606,0.0827505827505828,0.1573426573426573,0.2525807525807528,0.0,0.0,0.15734265734265732,364.894871794872,-24322.0,18231.0,7820.33730147265,-6600.0,61157675.50880451,14.6,42553.0,29380.83974358974,1100.0,48277.9,7695.862800862461,28461.9,59226304.24969865,1100.0,47177.9,41,37,0.5256410256410257,0.47435897435897434,0.4993421049782167,0.4993421049782167,0.2525807525807528,0.2525807525807528,5,1.170693484698914,1.9857642316551498,15.0,3145.1933333333336,5.2,38,15.166666666666666
5131,816,1,1995-01-08,48624,24,2026,M,1,40,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,1995-01-07,1993-08-05,520,117,32,0,56,12,0,17,0.27350427350427353,0.0,0.47863247863247865,0.10256410256410256,0.0,0.1452991452991453,0.4457574294155657,0.0,0.4995432203829901,0.30338870682562136,0.0,0.35240219022373165,0.20041261420571757,0.0,0.251694665487769,0.09283819628647216,0.0,0.12525788387857356,410.20341880341886,-52900.0,41561.0,18414.31245483051,-4514.0,339086903.18412614,14.6,94461.0,63857.2367521368,200.0,134187.4,25825.85818166052,47993.6,666974950.8192412,200.0,133987.4,68,49,0.5811965811965812,0.4188034188034188,0.4933630663132243,0.4933630663132243,0.24550545240200414,0.24550545240200408,1,0.9870352089503126,2.7596948009213556,17.333333333333332,7730.042307692308,6.750000000000001,33,17.366666666666667
5132,817,1,1995-02-17,538500,60,8975,M,1,5,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,1995-02-14,1994-03-18,333,58,12,0,29,7,0,10,0.20689655172413793,0.0,0.5,0.1206896551724138,0.0,0.1724137931034483,0.4050806939472666,0.0,0.5,0.32576626944295145,0.0,0.3777396948311491,0.16696914700544457,0.0,0.2543859649122807,0.10798548094373865,0.0,0.14519056261343014,401.224137931035,-23800.0,32082.0,12446.443589887402,-4605.0,154913958.03624922,14.6,55882.0,33687.85862068966,200.0,69775.9,13408.02036465337,23271.0,179775010.09895942,200.0,69575.9,36,22,0.6206896551724138,0.3793103448275862,0.48521542343000995,0.48521542343000995,0.23956442831215963,0.23956442831215963,3,0.04321448467966574,0.12957455896007428,11.1,6268.099099099099,5.225225225225225,34,11.2
5136,846,1,1996-07-28,187104,24,7796,F,1,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,1996-07-21,1996-03-09,134,25,12,0,9,0,0,4,0.48,0.0,0.36,0.0,0.0,0.16,0.4995998398718719,0.0,0.48,0.0,0.0,0.36660605559646714,0.2600000000000001,0.0,0.24000000000000002,0.0,0.0,0.13999999999999993,3475.112,-49500.0,43502.0,26189.536798171262,43502.0,685891837.7027667,2.5,93002.0,66292.37199999999,300.0,137193.5,34581.40134837078,133377.7,1195873319.2171,300.0,136893.5,9,16,0.36,0.64,0.48,0.48,0.24000000000000002,0.24000000000000002,7,0.712853279459552,0.733247284932444,4.466666666666667,30647.798507462685,5.597014925373134,19,4.7
5138,854,1,1995-05-30,87216,48,1817,F,1,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1995-05-14,1993-09-21,600,148,22,0,60,47,0,19,0.14864864864864866,0.0,0.40540540540540543,0.31756756756756754,0.0,0.12837837837837837,0.3557417994888698,0.0,0.4909703276914851,0.46553024348240357,0.0,0.3345106430942315,0.12741312741312738,0.0,0.24269167126309987,0.2181926824783967,0.0,0.11265857694429122,181.0493243243245,-9900.0,15608.0,4828.212336527692,-2843.0,23311634.366598185,14.6,25508.0,30847.149324324353,700.0,43787.3,6554.760512834299,26795.3,42964885.38061178,700.0,43087.3,107,41,0.722972972972973,0.27702702702702703,0.4475299468455646,0.4475299468455646,0.2016455230740945,0.20164552307409453,16,0.30722917813245276,0.5020558154467071,20.0,2154.3650000000002,7.4,41,20.533333333333335
5145,915,1,1995-09-16,309552,48,6449,M,1,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,1995-09-15,1995-01-18,240,35,1,8,15,4,0,7,0.02857142857142857,0.22857142857142856,0.42857142857142855,0.11428571428571428,0.0,0.2,0.1665986255670086,0.4199125273342591,0.49487165930539345,0.318157963590287,0.0,0.4000000000000001,0.028571428571428574,0.18151260504201677,0.2521008403361344,0.1042016806722689,0.0,0.16470588235294123,1479.9857142857147,-50600.0,58041.0,24657.712996189184,-16300.0,608002810.202437,14.6,108641.0,56105.49999999996,700.0,121713.2,21979.384405419012,51799.4,483093338.8411764,700.0,121013.2,19,16,0.5428571428571428,0.45714285714285713,0.49815987926179134,0.49815987926179134,0.25546218487394967,0.2554621848739496,1,0.16733666718354268,0.39319145087093604,8.0,15126.65,4.375,60,8.033333333333333
5148,940,1,1996-05-29,284280,60,4738,F,2,37,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,1996-05-12,1994-11-15,544,94,1,18,58,0,0,17,0.010638297872340425,0.19148936170212766,0.6170212765957447,0.0,0.0,0.18085106382978725,0.10259202937226548,0.3934732342320624,0.48611317697003675,0.0,0.0,0.3848947343643732,0.010638297872340429,0.15648592999313662,0.23884694577899804,0.0,0.0,0.149736902310684,1006.5680851063828,-56800.0,56756.0,22383.063761266145,-4600.0,501001543.34090626,14.6,113556.0,64182.6414893617,300.0,109361.9,20167.80242951625,94617.3,406740254.8360021,300.0,109061.9,58,36,0.6170212765957447,0.3829787234042553,0.48611317697003675,0.48611317697003675,0.23884694577899804,0.23884694577899804,17,0.3328313634444914,0.3846978331222738,18.133333333333333,6014.443014705882,5.1838235294117645,37,18.7
5151,960,1,1995-05-24,189060,60,3151,F,1,4,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,1995-05-16,1994-11-02,195,30,1,7,13,3,0,6,0.03333333333333333,0.23333333333333334,0.43333333333333335,0.1,0.0,0.2,0.1795054935711501,0.4229525846816506,0.4955356249106168,0.30000000000000004,0.0,0.4000000000000001,0.033333333333333305,0.1850574712643677,0.254022988505747,0.09310344827586207,0.0,0.1655172413793104,2298.183333333333,-40300.0,60016.0,25706.572244561994,-3400.0,660827856.564885,100.0,100316.0,72242.8966666667,200.0,101793.6,24683.063214158134,68945.6,609253609.6341264,200.0,101593.6,16,14,0.5333333333333333,0.4666666666666667,0.49888765156985887,0.49888765156985887,0.2574712643678162,0.2574712643678162,8,0.3646757643076272,0.5384195493494129,6.5,15629.784615384617,4.615384615384615,36,6.766666666666667
5160,1011,1,1995-12-18,204000,60,3400,M,1,45,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,1995-12-12,1994-12-17,360,65,2,12,32,8,0,11,0.03076923076923077,0.18461538461538463,0.49230769230769234,0.12307692307692308,0.0,0.16923076923076924,0.1726918793895665,0.387985237320569,0.49994082490067454,0.32852548467788645,0.0,0.3749556186755058,0.03028846153846153,0.1528846153846154,0.25384615384615383,0.10961538461538461,0.0,0.14278846153846153,584.5046153846159,-16100.0,30604.0,11314.380759892345,-4500.0,128015211.97982211,14.6,46704.0,37809.39846153844,400.0,68172.8,12656.782825432132,45077.7,160194151.49015385,400.0,67772.8,40,25,0.6153846153846154,0.38461538461538464,0.48650425541051995,0.48650425541051995,0.2403846153846154,0.2403846153846154,6,0.22096911764705882,0.33418039215686274,12.0,5647.733333333334,5.416666666666667,51,12.2
5161,1012,1,1994-10-28,98184,24,4091,F,1,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,1994-10-10,1994-07-09,93,14,1,4,3,0,0,6,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.0,0.0,0.42857142857142855,0.25753937681885636,0.45175395145262565,0.41032590332414487,0.0,0.0,0.49487165930539345,0.07142857142857138,0.21978021978021983,0.1813186813186813,0.0,0.0,0.2637362637362637,4925.442857142857,-18200.0,24545.0,13942.285612575772,24545.0,194387328.10263738,74.1,42745.0,41660.392857142855,500.0,68956.1,19672.65090202695,68956.1,387013193.513022,500.0,68456.1,3,11,0.21428571428571427,0.7857142857142857,0.41032590332414487,0.41032590332414487,0.1813186813186813,0.18131868131868134,18,0.7023150411472339,0.7023150411472339,3.1,22082.612903225807,4.516129032258064,49,3.7
5170,1071,1,1994-01-20,253200,60,4220,F,1,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1994-01-19,1993-05-10,254,41,13,0,20,0,0,8,0.3170731707317073,0.0,0.4878048780487805,0.0,0.0,0.1951219512195122,0.46533619581314417,0.0,0.49985125687607795,0.0,0.0,0.3962945563237054,0.22195121951219515,0.0,0.2560975609756098,0.0,0.0,0.16097560975609757,1979.285365853658,-42600.0,46304.0,18722.099418689144,12950.0,350517006.64328045,30.0,88904.0,47302.546341463436,800.0,104417.9,26552.739504598183,81150.6,705047975.1990489,800.0,103617.9,20,21,0.4878048780487805,0.5121951219512195,0.49985125687607795,0.49985125687607795,0.2560975609756098,0.2560975609756098,1,0.3205,0.41239296998420216,8.466666666666667,12238.33464566929,4.84251968503937,43,8.5
5176,1106,-1,1994-11-12,192552,24,8023,F,1,20,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,1994-10-31,1993-08-29,428,51,12,0,25,0,0,14,0.23529411764705882,0.0,0.49019607843137253,0.0,0.0,0.27450980392156865,0.42418250299576343,0.0,0.4999038738816456,0.0,0.0,0.4462669284996487,0.18352941176470594,0.0,0.25490196078431376,0.0,0.0,0.20313725490196086,435.7921568627451,-18000.0,23844.0,8933.309713915512,110.4,79804022.44473727,10.2,41844.0,23979.01176470588,800.0,49563.0,13015.026674865436,22255.5,169390919.3474588,800.0,48763.0,25,26,0.49019607843137253,0.5098039215686274,0.4999038738816456,0.4999038738816456,0.25490196078431376,0.25490196078431376,12,0.11558176492583822,0.25740059827994516,14.266666666666667,3417.967289719626,3.574766355140187,30,14.666666666666666
5189,1166,1,1994-02-07,149040,48,3105,F,1,11,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,1994-01-31,1993-04-21,285,54,2,9,29,5,0,9,0.037037037037037035,0.16666666666666666,0.5370370370370371,0.09259259259259259,0.0,0.16666666666666666,0.18885257457751053,0.37267799624996495,0.4986263710309727,0.28986066374997266,0.0,0.37267799624996495,0.03633822501747029,0.14150943396226415,0.253319357092942,0.08560447239692517,0.0,0.14150943396226418,352.4740740740742,-15900.0,27946.0,10176.81122413932,-14.6,103567486.69176798,14.6,43846.0,36845.58888888889,200.0,62441.6,12658.246764300018,19033.5,160231211.1459119,200.0,62241.6,34,20,0.6296296296296297,0.37037037037037035,0.4829038818668628,0.4829038818668628,0.23759608665269036,0.23759608665269036,7,0.1277073268921095,0.4189586688137413,9.5,6551.747368421053,5.684210526315789,25,9.733333333333333
5208,1247,-1,1995-03-16,99696,48,2077,F,1,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,1995-03-04,1993-06-08,634,108,31,0,63,0,0,14,0.28703703703703703,0.0,0.5833333333333334,0.0,0.0,0.12962962962962962,0.45237901852985585,0.0,0.4930066485916347,0.0,0.0,0.33589550272624175,0.20655936310141923,0.0,0.24532710280373834,0.0,0.0,0.11388023537556238,305.2500000000001,-55900.0,49327.0,18451.812213648747,-2000.0,340469373.967757,0.4,105227.0,46341.29351851857,-974.6,127684.9,28762.206936050658,32966.8,827264547.8322009,68.5,128659.5,63,45,0.5833333333333334,0.4166666666666667,0.4930066485916347,0.4930066485916346,0.24532710280373834,0.2453271028037383,12,0.33067324666987646,1.2807424570694912,21.133333333333333,6087.988958990536,5.110410094637224,23,21.533333333333335
5209,1250,1,1996-11-25,182640,48,3805,F,1,62,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,1996-11-23,1996-03-28,240,40,2,8,16,7,0,7,0.05,0.2,0.4,0.175,0.0,0.175,0.21794494717703367,0.4000000000000001,0.4898979485566356,0.3799671038392666,0.0,0.3799671038392666,0.048717948717948704,0.16410256410256416,0.24615384615384614,0.14807692307692302,0.0,0.14807692307692302,597.4600000000003,-23900.0,34246.0,13537.6138604166,900.0,183266989.03374356,11.5,58146.0,37802.23000000001,600.0,64411.8,14199.38152284756,23898.3,201622435.6313846,600.0,63811.8,23,17,0.575,0.425,0.4943429983321297,0.4943429983321297,0.2506410256410255,0.2506410256410255,2,0.13084921156373192,0.3526708278580815,8.0,7976.475,5.0,54,8.066666666666666
5212,1256,1,1995-05-29,71064,36,1974,F,1,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,1995-05-16,1994-04-21,390,86,17,0,39,18,0,12,0.19767441860465115,0.0,0.45348837209302323,0.20930232558139536,0.0,0.13953488372093023,0.3982452044079932,0.0,0.4978319681071546,0.40681059731478847,0.0,0.34650382385468237,0.16046511627906979,0.0,0.2507523939808482,0.16744186046511633,0.0,0.12147742818057461,365.08023255813964,-13600.0,22908.0,7683.02450677611,-3000.0,59028865.5717223,14.6,36508.0,34577.30232558138,700.0,55373.3,9923.171541124482,31397.0,98469333.43458275,700.0,54673.3,57,29,0.6627906976744186,0.3372093023255814,0.4727570081454913,0.4727570081454913,0.22612859097127236,0.2261285909712723,13,0.44181301362152425,0.7792032534053811,13.0,4205.638461538461,6.615384615384615,48,13.433333333333334
